Date,Dividend,Ticker,Ticker_Yahoo
2016-10-03,0.008264, ITUB4,ITUB4.SA
2016-11-01,0.009091, ITUB4,ITUB4.SA
2016-12-01,0.009091, ITUB4,ITUB4.SA
2016-12-23,0.285697, ITUB4,ITUB4.SA
2017-01-02,0.009091, ITUB4,ITUB4.SA
2017-02-01,0.009091, ITUB4,ITUB4.SA
2017-02-21,0.469939, ITUB4,ITUB4.SA
2017-03-01,0.009091, ITUB4,ITUB4.SA
2017-04-03,0.009091, ITUB4,ITUB4.SA
2017-05-02,0.009091, ITUB4,ITUB4.SA
2017-06-01,0.009091, ITUB4,ITUB4.SA
2017-07-03,0.009091, ITUB4,ITUB4.SA
2017-08-01,0.009091, ITUB4,ITUB4.SA
2017-08-15,0.241818, ITUB4,ITUB4.SA
2017-09-01,0.009091, ITUB4,ITUB4.SA
2017-10-02,0.009091, ITUB4,ITUB4.SA
2017-11-01,0.009091, ITUB4,ITUB4.SA
2017-12-01,0.009091, ITUB4,ITUB4.SA
2017-12-15,0.087576, ITUB4,ITUB4.SA
2018-01-02,0.009091, ITUB4,ITUB4.SA
2018-02-01,0.009091, ITUB4,ITUB4.SA
2018-02-16,1.359394, ITUB4,ITUB4.SA
2018-03-01,0.009091, ITUB4,ITUB4.SA
2018-04-02,0.009091, ITUB4,ITUB4.SA
2018-05-02,0.009091, ITUB4,ITUB4.SA
2018-06-01,0.009091, ITUB4,ITUB4.SA
2018-07-02,0.009091, ITUB4,ITUB4.SA
2018-08-01,0.009091, ITUB4,ITUB4.SA
2018-08-20,0.454061, ITUB4,ITUB4.SA
2018-09-03,0.009091, ITUB4,ITUB4.SA
2018-10-01,0.009091, ITUB4,ITUB4.SA
2018-11-01,0.009091, ITUB4,ITUB4.SA
2018-12-03,0.013636, ITUB4,ITUB4.SA
2018-12-18,0.009636, ITUB4,ITUB4.SA
2019-01-02,0.013636, ITUB4,ITUB4.SA
2019-02-01,0.013636, ITUB4,ITUB4.SA
2019-02-22,1.636455, ITUB4,ITUB4.SA
2019-03-01,0.013636, ITUB4,ITUB4.SA
2019-04-01,0.013636, ITUB4,ITUB4.SA
2019-05-02,0.013636, ITUB4,ITUB4.SA
2019-06-03,0.013636, ITUB4,ITUB4.SA
2019-07-01,0.013636, ITUB4,ITUB4.SA
2019-08-01,0.013636, ITUB4,ITUB4.SA
2019-08-16,0.715364, ITUB4,ITUB4.SA
2019-09-02,0.013636, ITUB4,ITUB4.SA
2019-10-01,0.013636, ITUB4,ITUB4.SA
2019-11-01,0.013636, ITUB4,ITUB4.SA
2019-12-02,0.013636, ITUB4,ITUB4.SA
2019-12-13,0.034145, ITUB4,ITUB4.SA
2020-01-02,0.013636, ITUB4,ITUB4.SA
2020-02-03,0.013636, ITUB4,ITUB4.SA
2020-02-21,0.915182, ITUB4,ITUB4.SA
2020-03-02,0.013636, ITUB4,ITUB4.SA
2020-04-01,0.013636, ITUB4,ITUB4.SA
2020-05-04,0.013636, ITUB4,ITUB4.SA
2020-06-01,0.013636, ITUB4,ITUB4.SA
2020-07-01,0.013636, ITUB4,ITUB4.SA
2020-08-03,0.013636, ITUB4,ITUB4.SA
2020-08-18,0.048091, ITUB4,ITUB4.SA
2020-09-01,0.013636, ITUB4,ITUB4.SA
2020-10-01,0.013636, ITUB4,ITUB4.SA
2020-11-03,0.013636, ITUB4,ITUB4.SA
2020-12-01,0.013636, ITUB4,ITUB4.SA
2020-12-11,0.058145, ITUB4,ITUB4.SA
2021-01-04,0.013636, ITUB4,ITUB4.SA
2021-01-26,0.0456, ITUB4,ITUB4.SA
2021-02-01,0.013636, ITUB4,ITUB4.SA
2021-02-26,0.133625, ITUB4,ITUB4.SA
2021-03-01,0.013636, ITUB4,ITUB4.SA
2021-03-26,0.046036, ITUB4,ITUB4.SA
2021-04-01,0.013636, ITUB4,ITUB4.SA
2021-04-28,0.051345, ITUB4,ITUB4.SA
2021-05-03,0.013636, ITUB4,ITUB4.SA
2021-05-25,0.044309, ITUB4,ITUB4.SA
2021-06-01,0.013636, ITUB4,ITUB4.SA
2021-07-01,0.013636, ITUB4,ITUB4.SA
2021-08-02,0.013636, ITUB4,ITUB4.SA
2021-08-16,0.0944, ITUB4,ITUB4.SA
2021-09-01,0.013636, ITUB4,ITUB4.SA
2021-10-01,0.013636, ITUB4,ITUB4.SA
2021-11-01,0.016045, ITUB4,ITUB4.SA
2021-11-22,0.240501, ITUB4,ITUB4.SA
2021-12-01,0.016045, ITUB4,ITUB4.SA
2022-01-03,0.016045, ITUB4,ITUB4.SA
2022-02-01,0.016045, ITUB4,ITUB4.SA
2022-02-22,0.012418, ITUB4,ITUB4.SA
2022-03-02,0.016045, ITUB4,ITUB4.SA
2022-04-01,0.016045, ITUB4,ITUB4.SA
2022-05-02,0.016045, ITUB4,ITUB4.SA
2022-06-01,0.016045, ITUB4,ITUB4.SA
2022-07-01,0.016045, ITUB4,ITUB4.SA
2022-08-01,0.016045, ITUB4,ITUB4.SA
2022-08-19,0.278636, ITUB4,ITUB4.SA
2022-09-01,0.016045, ITUB4,ITUB4.SA
2022-10-03,0.016045, ITUB4,ITUB4.SA
2022-11-01,0.016045, ITUB4,ITUB4.SA
2022-12-01,0.016045, ITUB4,ITUB4.SA
2022-12-09,0.441982, ITUB4,ITUB4.SA
2023-01-02,0.016045, ITUB4,ITUB4.SA
2023-02-01,0.016045, ITUB4,ITUB4.SA
2023-03-01,0.016045, ITUB4,ITUB4.SA
2023-03-24,0.238182, ITUB4,ITUB4.SA
2023-04-03,0.016045, ITUB4,ITUB4.SA
2023-05-02,0.016045, ITUB4,ITUB4.SA
2023-06-01,0.016045, ITUB4,ITUB4.SA
2023-06-20,0.242091, ITUB4,ITUB4.SA
2023-07-03,0.016045, ITUB4,ITUB4.SA
2023-08-01,0.016045, ITUB4,ITUB4.SA
2023-09-01,0.016045, ITUB4,ITUB4.SA
2023-09-19,0.244818, ITUB4,ITUB4.SA
2023-10-02,0.016045, ITUB4,ITUB4.SA
2023-11-01,0.016045, ITUB4,ITUB4.SA
2023-12-01,0.016045, ITUB4,ITUB4.SA
2023-12-07,0.224764, ITUB4,ITUB4.SA
2024-01-02,0.016045, ITUB4,ITUB4.SA
2024-02-01,0.016045, ITUB4,ITUB4.SA
2024-02-22,1.022841, ITUB4,ITUB4.SA
2024-03-01,0.016045, ITUB4,ITUB4.SA
2024-03-22,0.219818, ITUB4,ITUB4.SA
2024-04-01,0.016045, ITUB4,ITUB4.SA
2024-05-02,0.016045, ITUB4,ITUB4.SA
2024-06-03,0.016045, ITUB4,ITUB4.SA
2024-06-21,0.228182, ITUB4,ITUB4.SA
2024-07-01,0.016045, ITUB4,ITUB4.SA
2024-08-01,0.016045, ITUB4,ITUB4.SA
2024-09-02,0.016045, ITUB4,ITUB4.SA
2024-09-20,0.248164, ITUB4,ITUB4.SA
2024-10-01,0.016045, ITUB4,ITUB4.SA
2024-11-01,0.016045, ITUB4,ITUB4.SA
2024-12-02,0.016045, ITUB4,ITUB4.SA
2024-12-10,0.282327, ITUB4,ITUB4.SA
2025-01-02,0.016045, ITUB4,ITUB4.SA
2025-02-03,0.016045, ITUB4,ITUB4.SA
2025-02-18,1.440336, ITUB4,ITUB4.SA
2025-03-05,0.016045, ITUB4,ITUB4.SA
2025-04-01,0.01765, ITUB4,ITUB4.SA
2025-05-02,0.01765, ITUB4,ITUB4.SA
2025-06-02,0.01765, ITUB4,ITUB4.SA
2025-06-10,0.3341, ITUB4,ITUB4.SA
2025-07-01,0.01765, ITUB4,ITUB4.SA
2025-08-01,0.01765, ITUB4,ITUB4.SA
2025-08-19,0.3634, ITUB4,ITUB4.SA
2025-09-01,0.01765, ITUB4,ITUB4.SA
2025-10-01,0.01765, ITUB4,ITUB4.SA
2014-03-21,0.089391, KLBN11,KLBN11.SA
2014-08-12,0.150818, KLBN11,KLBN11.SA
2014-11-11,0.089335, KLBN11,KLBN11.SA
2015-03-20,0.101236, KLBN11,KLBN11.SA
2015-03-24,0.101236, KLBN11,KLBN11.SA
2015-07-28,0.169709, KLBN11,KLBN11.SA
2015-10-28,0.104205, KLBN11,KLBN11.SA
2016-02-04,0.119155, KLBN11,KLBN11.SA
2016-05-02,0.101692, KLBN11,KLBN11.SA
2016-08-01,0.107195, KLBN11,KLBN11.SA
2016-11-04,0.116149, KLBN11,KLBN11.SA
2017-02-07,0.129205, KLBN11,KLBN11.SA
2017-05-05,0.057568, KLBN11,KLBN11.SA
2017-08-02,0.118115, KLBN11,KLBN11.SA
2017-11-03,0.148884, KLBN11,KLBN11.SA
2018-02-07,0.147879, KLBN11,KLBN11.SA
2018-05-03,0.13127, KLBN11,KLBN11.SA
2018-08-06,0.152861, KLBN11,KLBN11.SA
2018-11-05,0.293633, KLBN11,KLBN11.SA
2018-12-21,0.215905, KLBN11,KLBN11.SA
2019-02-13,0.017272, KLBN11,KLBN11.SA
2019-05-07,0.173358, KLBN11,KLBN11.SA
2019-08-09,0.165595, KLBN11,KLBN11.SA
2019-11-07,0.253569, KLBN11,KLBN11.SA
2019-12-23,0.172496, KLBN11,KLBN11.SA
2020-02-11,0.019836, KLBN11,KLBN11.SA
2021-11-01,0.332702, KLBN11,KLBN11.SA
2022-02-15,0.312013, KLBN11,KLBN11.SA
2022-05-09,0.285833, KLBN11,KLBN11.SA
2022-08-02,0.329624, KLBN11,KLBN11.SA
2022-11-01,0.41472, KLBN11,KLBN11.SA
2022-12-21,0.029741, KLBN11,KLBN11.SA
2023-02-14,0.285019, KLBN11,KLBN11.SA
2023-05-08,0.320633, KLBN11,KLBN11.SA
2023-08-07,0.221618, KLBN11,KLBN11.SA
2023-10-30,0.262839, KLBN11,KLBN11.SA
2023-12-22,0.140896, KLBN11,KLBN11.SA
2024-02-16,0.158201, KLBN11,KLBN11.SA
2024-05-06,0.271398, KLBN11,KLBN11.SA
2024-08-06,0.337195, KLBN11,KLBN11.SA
2024-11-12,0.349544, KLBN11,KLBN11.SA
2024-12-17,0.212196, KLBN11,KLBN11.SA
2025-03-06,0.044413, KLBN11,KLBN11.SA
2025-05-14,0.228801, KLBN11,KLBN11.SA
2025-08-11,0.250945, KLBN11,KLBN11.SA
2010-04-23,0.011885, KLBN4,KLBN4.SA
2010-07-12,0.009478, KLBN4,KLBN4.SA
2010-09-30,0.014596, KLBN4,KLBN4.SA
2011-04-12,0.014771, KLBN4,KLBN4.SA
2011-07-05,0.017302, KLBN4,KLBN4.SA
2011-10-03,0.011644, KLBN4,KLBN4.SA
2012-04-12,0.016956, KLBN4,KLBN4.SA
2012-07-11,0.025404, KLBN4,KLBN4.SA
2012-11-13,0.015878, KLBN4,KLBN4.SA
2013-04-15,0.016104, KLBN4,KLBN4.SA
2013-08-06,0.029642, KLBN4,KLBN4.SA
2013-11-12,0.017996, KLBN4,KLBN4.SA
2014-03-21,0.017878, KLBN4,KLBN4.SA
2014-08-12,0.030164, KLBN4,KLBN4.SA
2014-11-11,0.017867, KLBN4,KLBN4.SA
2015-03-24,0.020245, KLBN4,KLBN4.SA
2015-07-28,0.033945, KLBN4,KLBN4.SA
2015-10-28,0.020841, KLBN4,KLBN4.SA
2016-02-04,0.023831, KLBN4,KLBN4.SA
2016-05-02,0.020338, KLBN4,KLBN4.SA
2016-08-01,0.021439, KLBN4,KLBN4.SA
2016-11-04,0.02323, KLBN4,KLBN4.SA
2017-02-07,0.025841, KLBN4,KLBN4.SA
2017-05-05,0.011514, KLBN4,KLBN4.SA
2017-08-02,0.023623, KLBN4,KLBN4.SA
2017-11-03,0.029776, KLBN4,KLBN4.SA
2018-02-07,0.029575, KLBN4,KLBN4.SA
2018-05-03,0.026254, KLBN4,KLBN4.SA
2018-08-06,0.030572, KLBN4,KLBN4.SA
2018-11-05,0.058726, KLBN4,KLBN4.SA
2018-12-21,0.043181, KLBN4,KLBN4.SA
2019-02-13,0.003454, KLBN4,KLBN4.SA
2019-05-07,0.034671, KLBN4,KLBN4.SA
2019-08-09,0.033119, KLBN4,KLBN4.SA
2019-11-07,0.050714, KLBN4,KLBN4.SA
2019-12-23,0.034499, KLBN4,KLBN4.SA
2020-02-11,0.003967, KLBN4,KLBN4.SA
2021-11-01,0.066539, KLBN4,KLBN4.SA
2022-02-15,0.062402, KLBN4,KLBN4.SA
2022-05-09,0.057167, KLBN4,KLBN4.SA
2022-08-02,0.065925, KLBN4,KLBN4.SA
2022-11-01,0.082944, KLBN4,KLBN4.SA
2022-12-21,0.005948, KLBN4,KLBN4.SA
2023-02-14,0.057004, KLBN4,KLBN4.SA
2023-05-08,0.064127, KLBN4,KLBN4.SA
2023-08-07,0.044324, KLBN4,KLBN4.SA
2023-10-30,0.052568, KLBN4,KLBN4.SA
2023-12-22,0.028179, KLBN4,KLBN4.SA
2024-02-16,0.03164, KLBN4,KLBN4.SA
2024-05-06,0.05428, KLBN4,KLBN4.SA
2024-08-06,0.067439, KLBN4,KLBN4.SA
2024-11-12,0.069909, KLBN4,KLBN4.SA
2024-12-17,0.042439, KLBN4,KLBN4.SA
2025-03-06,0.008883, KLBN4,KLBN4.SA
2025-05-14,0.04576, KLBN4,KLBN4.SA
2025-08-11,0.050189, KLBN4,KLBN4.SA
2017-04-25,0.614267, MRSA5B,MRSA5B.SA
2018-04-27,0.678562, MRSA5B,MRSA5B.SA
2019-04-26,0.383685, MRSA5B,MRSA5B.SA
2019-11-26,0.383685, MRSA5B,MRSA5B.SA
2020-06-18,0.370252, MRSA5B,MRSA5B.SA
2020-11-30,0.370252, MRSA5B,MRSA5B.SA
2021-04-30,0.316502, MRSA5B,MRSA5B.SA
2022-04-27,0.514593, MRSA5B,MRSA5B.SA
2023-04-28,0.643017, MRSA5B,MRSA5B.SA
2024-04-29,0.888077, MRSA5B,MRSA5B.SA
2025-05-02,1.047438, MRSA5B,MRSA5B.SA
2015-04-29,0.445768, MRSA6B,MRSA6B.SA
2015-12-16,0.111442, MRSA6B,MRSA6B.SA
2016-05-02,0.21758, MRSA6B,MRSA6B.SA
2017-04-25,0.614267, MRSA6B,MRSA6B.SA
2018-04-27,0.678562, MRSA6B,MRSA6B.SA
2019-04-26,0.383685, MRSA6B,MRSA6B.SA
2019-11-26,0.383685, MRSA6B,MRSA6B.SA
2020-06-18,0.370252, MRSA6B,MRSA6B.SA
2020-11-30,0.370252, MRSA6B,MRSA6B.SA
2021-04-30,0.316502, MRSA6B,MRSA6B.SA
2022-04-27,0.514593, MRSA6B,MRSA6B.SA
2023-04-28,0.643017, MRSA6B,MRSA6B.SA
2024-04-29,0.888077, MRSA6B,MRSA6B.SA
2025-05-02,1.047438, MRSA6B,MRSA6B.SA
2010-04-29,0.321911, PATI4,PATI4.SA
2011-05-02,0.359531, PATI4,PATI4.SA
2012-04-26,0.516267, PATI4,PATI4.SA
2013-04-11,0.555678, PATI4,PATI4.SA
2014-04-25,0.780596, PATI4,PATI4.SA
2015-04-29,0.813542, PATI4,PATI4.SA
2016-04-27,0.832933, PATI4,PATI4.SA
2017-04-27,0.867248, PATI4,PATI4.SA
2018-04-06,0.902224, PATI4,PATI4.SA
2019-04-04,1.056034, PATI4,PATI4.SA
2020-07-29,1.068924, PATI4,PATI4.SA
2021-04-15,1.811036, PATI4,PATI4.SA
2022-04-27,2.911122, PATI4,PATI4.SA
2023-04-13,2.107574, PATI4,PATI4.SA
2024-05-03,2.107349, PATI4,PATI4.SA
2024-09-06,5.01413, PATI4,PATI4.SA
2025-04-25,1.928293, PATI4,PATI4.SA
2010-04-30,0.209, PEAB4,PEAB4.SA
2011-06-13,1.6049, PEAB4,PEAB4.SA
2012-05-02,1.1813, PEAB4,PEAB4.SA
2013-05-02,0.307532, PEAB4,PEAB4.SA
2014-05-02,2.560945, PEAB4,PEAB4.SA
2015-05-04,2.770282, PEAB4,PEAB4.SA
2016-05-02,1.335727, PEAB4,PEAB4.SA
2017-05-02,3.158452, PEAB4,PEAB4.SA
2018-04-30,3.448001, PEAB4,PEAB4.SA
2019-04-29,3.006696, PEAB4,PEAB4.SA
2019-09-12,1.270501, PEAB4,PEAB4.SA
2020-04-29,2.718423, PEAB4,PEAB4.SA
2020-11-19,32.610004, PEAB4,PEAB4.SA
2021-05-24,0.768998, PEAB4,PEAB4.SA
2021-11-17,11.65808, PEAB4,PEAB4.SA
2022-04-04,0.918889, PEAB4,PEAB4.SA
2022-05-02,0.602088, PEAB4,PEAB4.SA
2022-11-18,0.524484, PEAB4,PEAB4.SA
2023-08-24,0.3261, PEAB4,PEAB4.SA
2024-04-01,0.071423, PEAB4,PEAB4.SA
2024-05-02,0.75986, PEAB4,PEAB4.SA
2024-11-21,0.578304, PEAB4,PEAB4.SA
2025-05-02,0.289152, PEAB4,PEAB4.SA
2025-08-19,0.578304, PEAB4,PEAB4.SA
2005-07-01,0.250663, PETR4,PETR4.SA
2006-01-02,0.259, PETR4,PETR4.SA
2006-11-01,0.50075, PETR4,PETR4.SA
2007-01-02,0.225, PETR4,PETR4.SA
2007-04-03,0.1803, PETR4,PETR4.SA
2007-08-20,0.2517, PETR4,PETR4.SA
2007-10-08,0.2565, PETR4,PETR4.SA
2008-01-14,0.1553, PETR4,PETR4.SA
2008-04-07,0.1026, PETR4,PETR4.SA
2009-04-09,0.3516, PETR4,PETR4.SA
2009-07-06,0.3, PETR4,PETR4.SA
2009-10-01,0.2, PETR4,PETR4.SA
2009-12-21,0.2, PETR4,PETR4.SA
2010-04-23,0.2533, PETR4,PETR4.SA
2010-05-24,0.2, PETR4,PETR4.SA
2010-08-02,0.2, PETR4,PETR4.SA
2010-11-03,0.14, PETR4,PETR4.SA
2010-12-22,0.2, PETR4,PETR4.SA
2011-03-22,0.17342, PETR4,PETR4.SA
2011-04-29,0.1265, PETR4,PETR4.SA
2011-05-12,0.2136, PETR4,PETR4.SA
2011-08-03,0.2073, PETR4,PETR4.SA
2011-11-14,0.2, PETR4,PETR4.SA
2012-01-03,0.1773, PETR4,PETR4.SA
2012-03-20,0.1244, PETR4,PETR4.SA
2012-05-14,0.2, PETR4,PETR4.SA
2013-04-30,0.78, PETR4,PETR4.SA
2014-04-03,0.99757, PETR4,PETR4.SA
2018-05-22,0.05, PETR4,PETR4.SA
2018-08-14,0.05, PETR4,PETR4.SA
2018-11-22,0.1, PETR4,PETR4.SA
2018-12-26,0.716563, PETR4,PETR4.SA
2019-04-26,0.019494, PETR4,PETR4.SA
2019-05-22,0.1, PETR4,PETR4.SA
2019-08-13,0.2, PETR4,PETR4.SA
2019-11-12,0.200925, PETR4,PETR4.SA
2019-12-27,0.421942, PETR4,PETR4.SA
2020-07-23,0.000461, PETR4,PETR4.SA
2021-04-15,0.792834, PETR4,PETR4.SA
2021-08-17,1.609911, PETR4,PETR4.SA
2021-12-02,3.250487, PETR4,PETR4.SA
2022-04-14,2.970249, PETR4,PETR4.SA
2022-05-24,3.71549, PETR4,PETR4.SA
2022-08-12,6.732003, PETR4,PETR4.SA
2022-11-22,1.748708, PETR4,PETR4.SA
2023-04-28,2.930163, PETR4,PETR4.SA
2023-06-13,1.893576, PETR4,PETR4.SA
2023-08-22,1.149304, PETR4,PETR4.SA
2023-11-22,1.371248, PETR4,PETR4.SA
2024-04-26,1.150024, PETR4,PETR4.SA
2024-05-03,1.776022, PETR4,PETR4.SA
2024-06-12,1.043242, PETR4,PETR4.SA
2024-08-22,1.0532, PETR4,PETR4.SA
2024-12-12,1.551743, PETR4,PETR4.SA
2024-12-26,1.356891, PETR4,PETR4.SA
2025-04-17,0.74813, PETR4,PETR4.SA
2025-06-03,0.909166, PETR4,PETR4.SA
2025-08-22,0.671924, PETR4,PETR4.SA
2010-04-01,0.027192, PINE4,PINE4.SA
2010-07-01,0.115526, PINE4,PINE4.SA
2010-10-01,0.099628, PINE4,PINE4.SA
2011-01-03,0.168988, PINE4,PINE4.SA
2011-04-01,0.122064, PINE4,PINE4.SA
2011-07-01,0.18648, PINE4,PINE4.SA
2011-10-03,0.261769, PINE4,PINE4.SA
2012-01-02,0.372959, PINE4,PINE4.SA
2012-04-02,0.135751, PINE4,PINE4.SA
2012-07-02,0.226537, PINE4,PINE4.SA
2012-10-01,0.144628, PINE4,PINE4.SA
2013-01-02,0.134265, PINE4,PINE4.SA
2013-04-01,0.249138, PINE4,PINE4.SA
2013-04-19,0.000102, PINE4,PINE4.SA
2013-07-01,0.116829, PINE4,PINE4.SA
2013-10-01,0.118163, PINE4,PINE4.SA
2014-01-02,0.262227, PINE4,PINE4.SA
2014-04-02,0.165128, PINE4,PINE4.SA
2014-07-01,0.16886, PINE4,PINE4.SA
2015-01-02,0.119946, PINE4,PINE4.SA
2015-04-01,0.145427, PINE4,PINE4.SA
2015-07-01,0.163991, PINE4,PINE4.SA
2015-10-01,0.180768, PINE4,PINE4.SA
2016-01-05,0.198405, PINE4,PINE4.SA
2016-04-01,0.162818, PINE4,PINE4.SA
2016-07-01,0.059999, PINE4,PINE4.SA
2023-01-31,0.061514, PINE4,PINE4.SA
2023-08-01,0.100576, PINE4,PINE4.SA
2024-01-09,0.207972, PINE4,PINE4.SA
2024-04-12,0.079999, PINE4,PINE4.SA
2024-07-09,0.081383, PINE4,PINE4.SA
2024-10-11,0.159371, PINE4,PINE4.SA
2024-10-15,0.076633, PINE4,PINE4.SA
2025-01-07,0.080554, PINE4,PINE4.SA
2025-02-20,0.013778, PINE4,PINE4.SA
2025-04-11,0.082329, PINE4,PINE4.SA
2025-07-17,0.109889, PINE4,PINE4.SA
2008-12-15,0.04831, POMO4,POMO4.SA
2010-09-22,0.008786, POMO4,POMO4.SA
2010-12-10,0.10766, POMO4,POMO4.SA
2011-03-22,0.01199, POMO4,POMO4.SA
2011-06-22,0.01199, POMO4,POMO4.SA
2011-09-22,0.01199, POMO4,POMO4.SA
2011-12-12,0.11783, POMO4,POMO4.SA
2012-03-22,0.01447, POMO4,POMO4.SA
2012-06-22,0.01447, POMO4,POMO4.SA
2012-09-24,0.0123, POMO4,POMO4.SA
2012-12-20,0.08889, POMO4,POMO4.SA
2013-03-22,0.01447, POMO4,POMO4.SA
2013-06-24,0.01447, POMO4,POMO4.SA
2013-09-24,0.01447, POMO4,POMO4.SA
2013-12-26,0.0123, POMO4,POMO4.SA
2014-02-24,0.062016, POMO4,POMO4.SA
2014-03-24,0.01447, POMO4,POMO4.SA
2014-06-24,0.01447, POMO4,POMO4.SA
2014-09-23,0.01447, POMO4,POMO4.SA
2014-12-23,0.019514, POMO4,POMO4.SA
2015-06-23,0.020093, POMO4,POMO4.SA
2015-09-22,0.020093, POMO4,POMO4.SA
2016-11-11,0.108321, POMO4,POMO4.SA
2017-12-28,0.015338, POMO4,POMO4.SA
2018-02-27,0.017411, POMO4,POMO4.SA
2018-12-17,0.075, POMO4,POMO4.SA
2019-06-26,0.025, POMO4,POMO4.SA
2019-09-24,0.025, POMO4,POMO4.SA
2020-02-28,0.04, POMO4,POMO4.SA
2020-03-24,0.020833, POMO4,POMO4.SA
2020-12-23,0.016667, POMO4,POMO4.SA
2021-07-06,0.058333, POMO4,POMO4.SA
2021-12-29,0.030833, POMO4,POMO4.SA
2022-12-27,0.118333, POMO4,POMO4.SA
2023-03-07,0.076667, POMO4,POMO4.SA
2023-07-12,0.058333, POMO4,POMO4.SA
2023-10-06,0.083333, POMO4,POMO4.SA
2023-12-22,0.083333, POMO4,POMO4.SA
2024-03-01,0.191667, POMO4,POMO4.SA
2024-05-24,0.1, POMO4,POMO4.SA
2024-08-29,0.12, POMO4,POMO4.SA
2024-11-27,0.14, POMO4,POMO4.SA
2025-02-27,0.23, POMO4,POMO4.SA
2025-05-02,0.085, POMO4,POMO4.SA
2025-08-27,0.165, POMO4,POMO4.SA
2010-06-15,0.083751, RAPT4,RAPT4.SA
2010-12-13,0.08624, RAPT4,RAPT4.SA
2011-04-19,0.084311, RAPT4,RAPT4.SA
2011-06-14,0.099985, RAPT4,RAPT4.SA
2011-12-06,0.10295, RAPT4,RAPT4.SA
2012-03-30,0.123006, RAPT4,RAPT4.SA
2012-06-21,0.048546, RAPT4,RAPT4.SA
2013-04-08,0.002724, RAPT4,RAPT4.SA
2013-06-24,0.09997, RAPT4,RAPT4.SA
2013-12-16,0.082566, RAPT4,RAPT4.SA
2014-04-15,0.067031, RAPT4,RAPT4.SA
2014-06-24,0.097405, RAPT4,RAPT4.SA
2014-12-08,0.080925, RAPT4,RAPT4.SA
2015-04-16,0.039256, RAPT4,RAPT4.SA
2017-07-14,0.043817, RAPT4,RAPT4.SA
2018-05-04,0.045999, RAPT4,RAPT4.SA
2018-08-16,0.055995, RAPT4,RAPT4.SA
2019-05-07,0.087988, RAPT4,RAPT4.SA
2019-07-29,0.10183, RAPT4,RAPT4.SA
2019-12-19,0.16911, RAPT4,RAPT4.SA
2020-08-18,0.09159, RAPT4,RAPT4.SA
2020-12-21,0.15034, RAPT4,RAPT4.SA
2021-04-20,0.365561, RAPT4,RAPT4.SA
2021-07-26,0.13316, RAPT4,RAPT4.SA
2021-12-23,0.15405, RAPT4,RAPT4.SA
2022-04-20,0.356978, RAPT4,RAPT4.SA
2022-07-21,0.2137, RAPT4,RAPT4.SA
2022-12-23,0.28932, RAPT4,RAPT4.SA
2023-07-24,0.2224, RAPT4,RAPT4.SA
2023-12-21,0.35936, RAPT4,RAPT4.SA
2024-07-23,0.15426, RAPT4,RAPT4.SA
2024-12-20,0.20938, RAPT4,RAPT4.SA
2025-05-02,0.046745, RAPT4,RAPT4.SA
2016-05-02,0.260206, RNEW11,RNEW11.SA
2010-03-23,0.105348, SANB11,SANB11.SA
2010-07-01,0.105348, SANB11,SANB11.SA
2010-09-23,0.118648, SANB11,SANB11.SA
2010-12-23,0.433375, SANB11,SANB11.SA
2011-03-25,0.158022, SANB11,SANB11.SA
2011-06-01,0.125406, SANB11,SANB11.SA
2011-06-22,0.17119, SANB11,SANB11.SA
2011-09-23,0.105513, SANB11,SANB11.SA
2011-12-22,0.204494, SANB11,SANB11.SA
2012-03-29,0.08976, SANB11,SANB11.SA
2012-06-29,0.275827, SANB11,SANB11.SA
2012-09-27,0.132039, SANB11,SANB11.SA
2012-12-20,0.167036, SANB11,SANB11.SA
2013-04-01,0.079205, SANB11,SANB11.SA
2013-06-26,0.171634, SANB11,SANB11.SA
2013-09-27,0.119036, SANB11,SANB11.SA
2014-01-02,0.075482, SANB11,SANB11.SA
2014-01-15,1.586526, SANB11,SANB11.SA
2014-03-27,0.058327, SANB11,SANB11.SA
2014-06-26,0.106051, SANB11,SANB11.SA
2014-09-26,0.058325, SANB11,SANB11.SA
2015-01-02,0.1831, SANB11,SANB11.SA
2015-03-30,0.039789, SANB11,SANB11.SA
2015-09-10,0.810204, SANB11,SANB11.SA
2016-01-04,0.798293, SANB11,SANB11.SA
2016-07-07,0.133201, SANB11,SANB11.SA
2017-01-05,1.26584, SANB11,SANB11.SA
2017-05-04,0.133094, SANB11,SANB11.SA
2017-08-03,0.133409, SANB11,SANB11.SA
2017-10-09,0.133543, SANB11,SANB11.SA
2018-01-08,1.283382, SANB11,SANB11.SA
2018-04-06,0.160293, SANB11,SANB11.SA
2018-07-05,0.16064, SANB11,SANB11.SA
2018-10-08,0.160646, SANB11,SANB11.SA
2019-01-08,1.285952, SANB11,SANB11.SA
2019-04-08,0.267929, SANB11,SANB11.SA
2019-07-08,0.268043, SANB11,SANB11.SA
2019-10-09,0.268088, SANB11,SANB11.SA
2020-01-06,2.091569, SANB11,SANB11.SA
2020-05-08,0.238797, SANB11,SANB11.SA
2020-08-07,0.206596, SANB11,SANB11.SA
2020-11-05,0.268303, SANB11,SANB11.SA
2021-01-11,0.178421, SANB11,SANB11.SA
2021-02-17,0.137393, SANB11,SANB11.SA
2021-05-10,0.804259, SANB11,SANB11.SA
2021-08-05,0.911494, SANB11,SANB11.SA
